task,prompt,answer
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: B-Carotene
Variants: rs2287921, rs7700133, rs2000999, rs1805313, rs2404602, rs2241210, rs8396, rs1801689, rs8101881, rs6564851, rs10741657
",rs6564851
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: Bilirubin
Variants: rs2160387, rs4587594, rs662138, rs3847502, rs1667255, rs38855, rs6742078, rs10830963, rs7529794, rs1395, rs4253772
",rs6742078
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: Bilirubin
Variants: rs11119805, rs2040771, rs9637599, rs12029080, rs766420, rs17702912, rs4947534, rs13375749, rs12678919, rs3780181, rs7227483
",rs766420
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: sphingomyelin 14∶0 molar percentage
Variants: rs172642, rs16942887, rs12785878, rs1805313, rs17145738, rs4814176, rs9844948, rs7157785, rs12498742, rs4869272, rs7535263
",rs7157785
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: D-Glucose
Variants: rs5030062, rs1532085, rs941206, rs9635324, rs1061808, rs13122250, rs560887, rs646776, rs2414095, rs131794, rs2731672
",rs560887
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: 25-Hydroxyvitamin D2
Variants: rs4503368, rs4253772, rs2231142, rs7061710, rs1061808, rs750472, rs2000999, rs2282679, rs4680, rs131794, rs1697421
",rs2282679
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: 25-Hydroxyvitamin D2
Variants: rs2282679, rs6742078, rs1163251, rs10741657, rs10830963, rs9637599, rs14399, rs3132440, rs646776, rs3017098, rs6073958
",rs10741657
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: 25-Hydroxyvitamin D2
Variants: rs494562, rs646776, rs12785878, rs7651090, rs17711722, rs499974, rs56043887, rs13106975, rs13122250, rs3847502, rs2769264
",rs12785878
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: Phosphorus
Variants: rs12029080, rs9635324, rs1532085, rs1800562, rs1697421, rs4939883, rs3132440, rs17145738, rs3734398, rs56113850, rs2270968
",rs1697421
gwas_variant_prioritization,"Your task is to identify the most promising variant associated wtih a given GWAS phenotype for futher examination.
From the list, prioritize the top associated variant (matching one of the given variant).
GWAS phenotype: Phosphorus
Variants: rs2100944, rs1697421, rs2970818, rs2769264, rs560887, rs11119805, rs10882272, rs74249229, rs1074145, rs2011069, rs507080
",rs2970818
